_id,sale_id,invoice_id,invoice_number,product_id,customer_id,employee_id,qty,total,date
69c90a05c97dfe5144452fd7,s33,INV1009,INV5006816072,P313,c462,emp18,4,52448,2025-03-29
69c90a05c97dfe5144452fd8,s34,INV1009,INV5006816072,P210,c462,emp18,4,58240,2025-03-29
69c90a05c97dfe5144452fd9,s35,INV1009,INV5006816072,P254,c462,emp18,5,34120,2025-03-29
69c90a05c97dfe5144452fda,s36,INV1010,INV4622904484,P226,c273,emp42,5,215615,2025-02-28
69c90a05c97dfe5144452fdb,s37,INV1010,INV4622904484,P18,c273,emp42,5,29090,2025-02-28
69c90a05c97dfe5144452fdc,s38,INV1010,INV4622904484,P390,c273,emp42,3,48486,2025-02-28
69c90a05c97dfe5144452fdd,s39,INV1010,INV4622904484,P388,c273,emp42,3,90966,2025-02-28
69c90a05c97dfe5144452fde,s40,INV1011,INV3152920131,P433,c303,emp53,3,34599,2025-06-15
69c90a05c97dfe5144452fdf,s41,INV1011,INV3152920131,P285,c303,emp53,2,56222,2025-06-15
69c90a05c97dfe5144452fe0,s42,INV1012,INV1500580267,P227,c124,emp63,1,30230,2025-06-22
69c90a05c97dfe5144452fe1,s43,INV1012,INV1500580267,P360,c124,emp63,5,53025,2025-06-22
69c90a05c97dfe5144452fe2,s44,INV1013,INV8884059334,P156,c218,emp57,2,57312,2025-11-06
69c90a05c97dfe5144452fe3,s45,INV1013,INV8884059334,P103,c218,emp57,3,96576,2025-11-06
69c90a05c97dfe5144452fe4,s46,INV1013,INV8884059334,P294,c218,emp57,1,6326,2025-11-06
69c90a05c97dfe5144452fe5,s47,INV1013,INV8884059334,P347,c218,emp57,5,211300,2025-11-06
69c90a05c97dfe5144452fe6,s48,INV1014,INV7949854780,P18,c461,emp7,5,116055,2025-02-09
69c90a05c97dfe5144452fe7,s49,INV1014,INV7949854780,P95,c461,emp7,3,50454,2025-02-09
69c90a05c97dfe5144452fe8,s50,INV1015,INV9995803808,P313,c445,emp62,3,140394,2025-02-20
69c90a05c97dfe5144452fe9,s51,INV1015,INV9995803808,P310,c445,emp62,2,47662,2025-02-20
69c90a05c97dfe5144452fea,s52,INV1015,INV9995803808,P130,c445,emp62,3,102693,2025-02-20
69c90a05c97dfe5144452feb,s53,INV1016,INV1999664916,P61,c380,emp38,3,2937,2025-08-05
69c90a05c97dfe5144452fec,s54,INV1016,INV1999664916,P49,c380,emp38,5,246460,2025-08-05
69c90a05c97dfe5144452fed,s55,INV1017,INV4428839873,P376,c343,emp29,3,59244,2025-04-19
69c90a05c97dfe5144452fee,s56,INV1017,INV4428839873,P202,c343,emp29,5,233400,2025-04-19
69c90a05c97dfe5144452fef,s57,INV1017,INV4428839873,P159,c343,emp29,4,73192,2025-04-19
69c90a05c97dfe5144452ff0,s58,INV1017,INV4428839873,P270,c343,emp29,5,163255,2025-04-19
69c90a05c97dfe5144452ff1,s59,INV1018,INV6975058068,P72,c392,emp58,4,72908,2025-09-13
69c90a05c97dfe5144452ff2,s60,INV1018,INV6975058068,P462,c392,emp58,3,41127,2025-09-13
69c90a05c97dfe5144452ff3,s61,INV1018,INV6975058068,P26,c392,emp58,3,84165,2025-09-13
69c90a05c97dfe5144452ff4,s62,INV1019,INV9642265617,P344,c467,emp99,5,180380,2026-02-27
69c90a05c97dfe5144452ff5,s63,INV1019,INV9642265617,P163,c467,emp99,3,63246,2026-02-27
69c90a05c97dfe5144452ff6,s64,INV1020,INV7047643461,P488,c113,emp10,2,42896,2025-01-22
69c90a05c97dfe5144452ff7,s65,INV1020,INV7047643461,P141,c113,emp10,3,53550,2025-01-22
69c90a05c97dfe5144452ff8,s66,INV1021,INV8965006663,P17,c104,emp41,3,110613,2025-01-20
69c90a05c97dfe5144452ff9,s67,INV1021,INV8965006663,P342,c104,emp41,1,37358,2025-01-20
69c90a05c97dfe5144452ffa,s68,INV1021,INV8965006663,P116,c104,emp41,5,188590,2025-01-20
69c90a05c97dfe5144452ffb,s69,INV1021,INV8965006663,P268,c104,emp41,2,89740,2025-01-20
69c90a05c97dfe5144452ffc,s70,INV1021,INV8965006663,P153,c104,emp41,5,181215,2025-01-20
69c90a05c97dfe5144452ffd,s71,INV1022,INV2194913691,P128,c184,emp100,5,89620,2025-02-17
69c90a05c97dfe5144452ffe,s72,INV1022,INV2194913691,P361,c184,emp100,5,132065,2025-02-17
69c90a05c97dfe5144452fff,s73,INV1022,INV2194913691,P157,c184,emp100,3,39255,2025-02-17
69c90a05c97dfe5144453000,s74,INV1022,INV2194913691,P188,c184,emp100,2,41436,2025-02-17
69c90a05c97dfe5144453001,s75,INV1023,INV9941147686,P214,c427,emp70,1,6135,2026-01-01
69c90a05c97dfe5144453002,s76,INV1023,INV9941147686,P231,c427,emp70,2,6790,2026-01-01
69c90a05c97dfe5144453003,s77,INV1024,INV1349049568,P105,c154,emp38,4,190840,2025-01-25
69c90a05c97dfe5144453004,s78,INV1024,INV1349049568,P95,c154,emp38,4,180772,2025-01-25
69c90a05c97dfe5144453005,s79,INV1024,INV1349049568,P435,c154,emp38,5,177570,2025-01-25
69c90a05c97dfe5144453006,s80,INV1024,INV1349049568,P363,c154,emp38,1,18117,2025-01-25
69c90a05c97dfe5144453007,s81,INV1025,INV4152080544,P441,c393,emp49,5,105260,2025-11-18
69c90a05c97dfe5144453008,s82,INV1025,INV4152080544,P147,c393,emp49,1,48077,2025-11-18
69c90a05c97dfe5144453009,s83,INV1025,INV4152080544,P219,c393,emp49,4,29796,2025-11-18
69c90a05c97dfe514445300a,s84,INV1025,INV4152080544,P127,c393,emp49,3,61722,2025-11-18
69c90a05c97dfe514445300b,s85,INV1025,INV4152080544,P165,c393,emp49,1,23247,2025-11-18
69c90a05c97dfe514445300c,s86,INV1026,INV7689271531,P38,c96,emp13,3,2223,2025-09-24
69c90a05c97dfe514445300d,s87,INV1026,INV7689271531,P119,c96,emp13,1,45421,2025-09-24
69c90a05c97dfe514445300e,s88,INV1026,INV7689271531,P190,c96,emp13,3,52896,2025-09-24
69c90a05c97dfe514445300f,s89,INV1026,INV7689271531,P274,c96,emp13,5,130035,2025-09-24
69c90a05c97dfe5144453010,s90,INV1026,INV7689271531,P258,c96,emp13,4,32232,2025-09-24
69c90a05c97dfe5144453011,s91,INV1027,INV1205485814,P157,c248,emp13,4,118676,2025-03-26
69c90a05c97dfe5144453012,s92,INV1027,INV1205485814,P169,c248,emp13,2,55216,2025-03-26
69c90a05c97dfe5144453013,s93,INV1027,INV1205485814,P448,c248,emp13,1,1175,2025-03-26
69c90a05c97dfe5144453014,s94,INV1027,INV1205485814,P35,c248,emp13,3,94554,2025-03-26
69c90a05c97dfe5144453015,s95,INV1027,INV1205485814,P18,c248,emp13,3,106548,2025-03-26
69c90a05c97dfe5144453016,s96,INV1028,INV9853482065,P158,c62,emp43,2,52814,2025-08-23
69c90a05c97dfe5144453017,s97,INV1028,INV9853482065,P452,c62,emp43,5,186225,2025-08-23
69c90a05c97dfe5144453018,s98,INV1028,INV9853482065,P408,c62,emp43,5,50265,2025-08-23
69c90a05c97dfe5144453019,s99,INV1029,INV8644656110,P483,c239,emp42,2,88808,2025-01-07
69c90a05c97dfe514445301a,s100,INV1029,INV8644656110,P140,c239,emp42,2,53210,2025-01-07
69c90a05c97dfe514445301b,s101,INV1029,INV8644656110,P176,c239,emp42,5,233140,2025-01-07
69c90a05c97dfe514445301c,s102,INV1030,INV3473943986,P368,c145,emp22,3,126978,2025-08-21
69c90a05c97dfe514445301d,s103,INV1030,INV3473943986,P383,c145,emp22,4,37924,2025-08-21
69c90a05c97dfe514445301e,s104,INV1030,INV3473943986,P435,c145,emp22,1,19107,2025-08-21
69c90a05c97dfe514445301f,s105,INV1030,INV3473943986,P154,c145,emp22,3,19758,2025-08-21
69c90a05c97dfe5144453020,s106,INV1030,INV3473943986,P68,c145,emp22,4,196720,2025-08-21
69c90a05c97dfe5144453021,s107,INV1031,INV4243076141,P136,c423,emp5,3,18699,2025-04-06
69c90a05c97dfe5144453022,s108,INV1031,INV4243076141,P154,c423,emp5,5,8120,2025-04-06
69c90a05c97dfe5144453023,s109,INV1031,INV4243076141,P371,c423,emp5,5,155935,2025-04-06
69c90a05c97dfe5144453024,s110,INV1031,INV4243076141,P179,c423,emp5,4,48932,2025-04-06
69c90a05c97dfe5144453025,s111,INV1032,INV9370317250,P75,c381,emp6,2,11430,2025-05-10
69c90a05c97dfe5144453026,s112,INV1032,INV9370317250,P199,c381,emp6,1,35241,2025-05-10
69c90a05c97dfe5144453027,s113,INV1032,INV9370317250,P9,c381,emp6,5,163285,2025-05-10
69c90a05c97dfe5144453028,s114,INV1033,INV3989136116,P70,c88,emp100,4,23256,2025-04-21
69c90a05c97dfe5144453029,s115,INV1033,INV3989136116,P178,c88,emp100,1,48780,2025-04-21
69c90a05c97dfe514445302a,s116,INV1033,INV3989136116,P87,c88,emp100,4,39180,2025-04-21
69c90a05c97dfe514445302b,s117,INV1033,INV3989136116,P183,c88,emp100,2,37718,2025-04-21
69c90a05c97dfe514445302c,s118,INV1034,INV3945051136,P467,c83,emp33,5,218420,2025-12-26
69c90a05c97dfe514445302d,s119,INV1034,INV3945051136,P327,c83,emp33,1,5554,2025-12-26
69c90a05c97dfe514445302e,s120,INV1034,INV3945051136,P220,c83,emp33,4,54540,2025-12-26
69c90a05c97dfe514445302f,s121,INV1035,INV6372897372,P90,c271,emp88,4,47212,2025-11-13
69c90a05c97dfe5144453030,s122,INV1035,INV6372897372,P361,c271,emp88,3,28023,2025-11-13
69c90a05c97dfe5144453031,s123,INV1035,INV6372897372,P57,c271,emp88,3,9873,2025-11-13
69c90a05c97dfe5144453032,s124,INV1035,INV6372897372,P226,c271,emp88,2,73198,2025-11-13
69c90a05c97dfe5144453033,s125,INV1036,INV5535054095,P404,c220,emp80,4,113236,2025-11-02
69c90a05c97dfe5144453034,s126,INV1036,INV5535054095,P416,c220,emp80,2,39948,2025-11-02
69c90a05c97dfe5144453035,s127,INV1036,INV5535054095,P330,c220,emp80,4,10216,2025-11-02
69c90a05c97dfe5144453036,s128,INV1036,INV5535054095,P90,c220,emp80,4,190924,2025-11-02
69c90a05c97dfe5144453037,s129,INV1036,INV5535054095,P398,c220,emp80,1,27808,2025-11-02
69c90a05c97dfe5144453038,s130,INV1037,INV9417766140,P47,c184,emp23,2,22030,2025-01-18
69c90a05c97dfe5144453039,s131,INV1037,INV9417766140,P368,c184,emp23,2,9364,2025-01-18
69c90a05c97dfe514445303a,s132,INV1037,INV9417766140,P256,c184,emp23,4,79652,2025-01-18
69c90a05c97dfe514445303b,s133,INV1037,INV9417766140,P190,c184,emp23,4,183064,2025-01-18
69c90a05c97dfe514445303c,s134,INV1037,INV9417766140,P229,c184,emp23,4,163868,2025-01-18
69c90a05c97dfe514445303d,s135,INV1038,INV6399222820,P202,c84,emp70,5,198870,2026-01-03
69c90a05c97dfe514445303e,s136,INV1038,INV6399222820,P283,c84,emp70,5,94835,2026-01-03
69c90a05c97dfe514445303f,s137,INV1038,INV6399222820,P110,c84,emp70,3,26556,2026-01-03
69c90a05c97dfe5144453040,s138,INV1039,INV7357887944,P206,c418,emp16,1,8305,2025-07-09
69c90a05c97dfe5144453041,s139,INV1039,INV7357887944,P380,c418,emp16,1,39569,2025-07-09
69c90a05c97dfe5144453042,s140,INV1039,INV7357887944,P163,c418,emp16,4,125360,2025-07-09
69c90a05c97dfe5144453043,s141,INV1039,INV7357887944,P164,c418,emp16,1,37602,2025-07-09
69c90a05c97dfe5144453044,s142,INV1039,INV7357887944,P406,c418,emp16,5,168390,2025-07-09
69c90a05c97dfe5144453045,s143,INV1040,INV8755484160,P392,c34,emp20,5,93380,2026-01-15
69c90a05c97dfe5144453046,s144,INV1040,INV8755484160,P192,c34,emp20,2,95196,2026-01-15
69c90a05c97dfe5144453047,s145,INV1041,INV6947383915,P210,c369,emp87,3,26133,2025-08-03
69c90a05c97dfe5144453048,s146,INV1041,INV6947383915,P128,c369,emp87,1,5688,2025-08-03
69c90a05c97dfe5144453049,s147,INV1041,INV6947383915,P116,c369,emp87,3,26853,2025-08-03
69c90a05c97dfe514445304a,s148,INV1041,INV6947383915,P72,c369,emp87,3,143505,2025-08-03
69c90a05c97dfe514445304b,s149,INV1042,INV5024179863,P196,c431,emp92,2,13858,2025-05-20
69c90a05c97dfe514445304c,s150,INV1042,INV5024179863,P327,c431,emp92,4,107840,2025-05-20
69c90a05c97dfe514445304d,s151,INV1042,INV5024179863,P308,c431,emp92,4,93700,2025-05-20
69c90a05c97dfe514445304e,s152,INV1043,INV4559702611,P413,c458,emp82,2,17688,2025-01-15
69c90a05c97dfe514445304f,s153,INV1043,INV4559702611,P69,c458,emp82,2,65646,2025-01-15
69c90a05c97dfe5144453050,s154,INV1044,INV7554416440,P265,c440,emp42,3,18573,2025-07-31
69c90a05c97dfe5144453051,s155,INV1044,INV7554416440,P462,c440,emp42,1,21402,2025-07-31
69c90a05c97dfe5144453052,s156,INV1044,INV7554416440,P369,c440,emp42,4,85092,2025-07-31
69c90a05c97dfe5144453053,s157,INV1045,INV5454059740,P70,c280,emp35,5,174205,2025-04-11
69c90a05c97dfe5144453054,s158,INV1045,INV5454059740,P178,c280,emp35,5,249235,2025-04-11
69c90a05c97dfe5144453055,s159,INV1045,INV5454059740,P181,c280,emp35,5,156650,2025-04-11
69c90a05c97dfe5144453056,s160,INV1046,INV4168892074,P57,c65,emp17,2,28338,2025-10-06
69c90a05c97dfe5144453057,s161,INV1046,INV4168892074,P373,c65,emp17,2,94996,2025-10-06
69c90a05c97dfe5144453058,s162,INV1046,INV4168892074,P59,c65,emp17,3,120948,2025-10-06
69c90a05c97dfe5144453059,s163,INV1046,INV4168892074,P104,c65,emp17,2,38334,2025-10-06
69c90a05c97dfe514445305a,s164,INV1046,INV4168892074,P357,c65,emp17,2,7040,2025-10-06
69c90a05c97dfe514445305b,s165,INV1047,INV2139431453,P385,c287,emp53,3,9468,2025-11-09
69c90a05c97dfe514445305c,s166,INV1047,INV2139431453,P202,c287,emp53,4,92636,2025-11-09
69c90a05c97dfe514445305d,s167,INV1047,INV2139431453,P148,c287,emp53,3,106401,2025-11-09
69c90a05c97dfe514445305e,s168,INV1048,INV7986927648,P189,c500,emp9,1,44152,2026-01-13
69c90a05c97dfe514445305f,s169,INV1048,INV7986927648,P86,c500,emp9,2,2706,2026-01-13
69c90a05c97dfe5144453060,s170,INV1048,INV7986927648,P482,c500,emp9,4,71420,2026-01-13
69c90a05c97dfe5144453061,s171,INV1049,INV7282397487,P53,c19,emp95,4,39340,2025-07-08
69c90a05c97dfe5144453062,s172,INV1049,INV7282397487,P244,c19,emp95,2,14500,2025-07-08
69c90a05c97dfe5144453063,s173,INV1049,INV7282397487,P468,c19,emp95,3,142311,2025-07-08
69c90a05c97dfe5144453064,s174,INV1049,INV7282397487,P77,c19,emp95,5,58930,2025-07-08
69c90a05c97dfe5144453065,s175,INV1049,INV7282397487,P259,c19,emp95,3,106281,2025-07-08
69c90a05c97dfe5144453066,s176,INV1050,INV1289248464,P228,c466,emp70,2,65600,2025-05-10
69c90a05c97dfe5144453067,s177,INV1050,INV1289248464,P230,c466,emp70,3,109080,2025-05-10
69c90a05c97dfe5144453068,s178,INV1050,INV1289248464,P99,c466,emp70,4,108088,2025-05-10
69c90a05c97dfe5144453069,s179,INV1050,INV1289248464,P368,c466,emp70,4,55556,2025-05-10
69c90a05c97dfe514445306a,s180,INV1051,INV5718757148,P430,c50,emp7,1,23716,2025-10-05
69c90a05c97dfe514445306b,s181,INV1051,INV5718757148,P129,c50,emp7,1,25007,2025-10-05
69c90a05c97dfe514445306c,s182,INV1052,INV3734210769,P175,c487,emp78,5,195920,2025-07-10
69c90a05c97dfe514445306d,s183,INV1052,INV3734210769,P250,c487,emp78,1,801,2025-07-10
69c90a05c97dfe514445306e,s184,INV1052,INV3734210769,P234,c487,emp78,1,10188,2025-07-10
69c90a05c97dfe514445306f,s185,INV1052,INV3734210769,P17,c487,emp78,5,93875,2025-07-10
69c90a05c97dfe5144453070,s186,INV1052,INV3734210769,P97,c487,emp78,1,2705,2025-07-10
69c90a05c97dfe5144453071,s187,INV1053,INV4945983488,P37,c5,emp52,4,137880,2025-09-19
69c90a05c97dfe5144453072,s188,INV1053,INV4945983488,P155,c5,emp52,3,78387,2025-09-19
69c90a05c97dfe5144453073,s189,INV1053,INV4945983488,P256,c5,emp52,3,85923,2025-09-19
69c90a05c97dfe5144453074,s190,INV1054,INV8258271555,P435,c47,emp49,3,71538,2025-03-17
69c90a05c97dfe5144453075,s191,INV1054,INV8258271555,P219,c47,emp49,1,30638,2025-03-17
69c90a05c97dfe5144453076,s192,INV1054,INV8258271555,P106,c47,emp49,5,210650,2025-03-17
69c90a05c97dfe5144453077,s193,INV1054,INV8258271555,P138,c47,emp49,1,16097,2025-03-17
69c90a05c97dfe5144453078,s194,INV1055,INV8843462794,P33,c170,emp56,4,195652,2025-06-17
69c90a05c97dfe5144453079,s195,INV1055,INV8843462794,P409,c170,emp56,4,111212,2025-06-17
69c90a05c97dfe514445307a,s196,INV1055,INV8843462794,P346,c170,emp56,4,162064,2025-06-17
69c90a05c97dfe514445307b,s197,INV1055,INV8843462794,P43,c170,emp56,1,27619,2025-06-17
69c90a05c97dfe514445307c,s198,INV1056,INV2192428422,P381,c51,emp62,1,35717,2025-11-21
69c90a05c97dfe514445307d,s199,INV1056,INV2192428422,P142,c51,emp62,2,83534,2025-11-21
69c90a05c97dfe514445307e,s200,INV1056,INV2192428422,P196,c51,emp62,3,36579,2025-11-21
69c90a05c97dfe514445307f,s201,INV1056,INV2192428422,P261,c51,emp62,5,38680,2025-11-21
69c90a05c97dfe5144453080,s202,INV1057,INV1012314818,P424,c53,emp86,5,75140,2025-06-11
69c90a05c97dfe5144453081,s203,INV1057,INV1012314818,P489,c53,emp86,3,20724,2025-06-11
69c90a05c97dfe5144453082,s204,INV1057,INV1012314818,P303,c53,emp86,3,36633,2025-06-11
69c90a05c97dfe5144453083,s205,INV1057,INV1012314818,P486,c53,emp86,3,137478,2025-06-11
69c90a05c97dfe5144453084,s206,INV1058,INV7109449619,P139,c198,emp95,1,26236,2025-09-12
69c90a05c97dfe5144453085,s207,INV1058,INV7109449619,P352,c198,emp95,3,4731,2025-09-12
69c90a05c97dfe5144453086,s208,INV1059,INV2465818444,P299,c179,emp43,3,63012,2025-06-11
69c90a05c97dfe5144453087,s209,INV1059,INV2465818444,P41,c179,emp43,3,13764,2025-06-11
69c90a05c97dfe5144453088,s210,INV1059,INV2465818444,P34,c179,emp43,3,80745,2025-06-11
69c90a05c97dfe5144453089,s211,INV1060,INV6802193660,P193,c436,emp86,4,34996,2025-07-11
69c90a05c97dfe514445308a,s212,INV1060,INV6802193660,P230,c436,emp86,2,68416,2025-07-11
69c90a05c97dfe514445308b,s213,INV1061,INV3843668517,P411,c94,emp53,1,47932,2025-04-01
69c90a05c97dfe514445308c,s214,INV1061,INV3843668517,P386,c94,emp53,3,57021,2025-04-01
69c90a05c97dfe514445308d,s215,INV1061,INV3843668517,P204,c94,emp53,4,1132,2025-04-01
69c90a05c97dfe514445308e,s216,INV1062,INV1212620171,P433,c127,emp10,2,55814,2025-10-02
69c90a05c97dfe514445308f,s217,INV1062,INV1212620171,P489,c127,emp10,3,99657,2025-10-02
69c90a05c97dfe5144453090,s218,INV1063,INV6335911261,P51,c253,emp69,3,16836,2025-09-11
69c90a05c97dfe5144453091,s219,INV1063,INV6335911261,P53,c253,emp69,5,39650,2025-09-11
69c90a05c97dfe5144453092,s220,INV1064,INV5062595547,P425,c159,emp15,3,118920,2025-05-02
69c90a05c97dfe5144453093,s221,INV1064,INV5062595547,P473,c159,emp15,3,54585,2025-05-02
69c90a05c97dfe5144453094,s222,INV1064,INV5062595547,P195,c159,emp15,4,93980,2025-05-02
69c90a05c97dfe5144453095,s223,INV1064,INV5062595547,P11,c159,emp15,2,33956,2025-05-02
69c90a05c97dfe5144453096,s224,INV1065,INV5433481933,P186,c360,emp82,1,36358,2025-09-15
69c90a05c97dfe5144453097,s225,INV1065,INV5433481933,P67,c360,emp82,5,63100,2025-09-15
69c90a05c97dfe5144453098,s226,INV1065,INV5433481933,P57,c360,emp82,4,145632,2025-09-15
69c90a05c97dfe5144453099,s227,INV1066,INV9310418257,P308,c351,emp85,1,41949,2026-01-02
69c90a05c97dfe514445309a,s228,INV1066,INV9310418257,P292,c351,emp85,1,947,2026-01-02
69c90a05c97dfe514445309b,s229,INV1066,INV9310418257,P313,c351,emp85,4,98352,2026-01-02
69c90a05c97dfe514445309c,s230,INV1066,INV9310418257,P413,c351,emp85,3,39663,2026-01-02
69c90a05c97dfe514445309d,s231,INV1067,INV8799307558,P396,c182,emp74,5,193280,2025-07-12
69c90a05c97dfe514445309e,s232,INV1067,INV8799307558,P143,c182,emp74,5,56605,2025-07-12
69c90a05c97dfe514445309f,s233,INV1067,INV8799307558,P280,c182,emp74,3,133023,2025-07-12
69c90a05c97dfe51444530a0,s234,INV1067,INV8799307558,P121,c182,emp74,1,13544,2025-07-12
69c90a05c97dfe51444530a1,s235,INV1067,INV8799307558,P478,c182,emp74,4,106248,2025-07-12
69c90a05c97dfe51444530a2,s236,INV1068,INV5090613778,P468,c301,emp91,5,77470,2025-01-26
69c90a05c97dfe51444530a3,s237,INV1068,INV5090613778,P71,c301,emp91,3,114471,2025-01-26
69c90a05c97dfe51444530a4,s238,INV1068,INV5090613778,P116,c301,emp91,4,68888,2025-01-26
69c90a05c97dfe51444530a5,s239,INV1068,INV5090613778,P66,c301,emp91,4,54340,2025-01-26
69c90a05c97dfe51444530a6,s240,INV1068,INV5090613778,P452,c301,emp91,2,60352,2025-01-26
69c90a05c97dfe51444530a7,s241,INV1069,INV6147665746,P246,c493,emp1,3,130974,2025-01-26
69c90a05c97dfe51444530a8,s242,INV1069,INV6147665746,P2,c493,emp1,1,30329,2025-01-26
69c90a05c97dfe51444530a9,s243,INV1069,INV6147665746,P15,c493,emp1,2,88284,2025-01-26
69c90a05c97dfe51444530aa,s244,INV1069,INV6147665746,P112,c493,emp1,5,89985,2025-01-26
69c90a05c97dfe51444530ab,s245,INV1070,INV5561777033,P394,c305,emp28,1,9025,2025-12-15
69c90a05c97dfe51444530ac,s246,INV1070,INV5561777033,P446,c305,emp28,3,55059,2025-12-15
69c90a05c97dfe51444530ad,s247,INV1071,INV4269466065,P111,c310,emp24,1,43282,2025-02-15
69c90a05c97dfe51444530ae,s248,INV1071,INV4269466065,P465,c310,emp24,4,187468,2025-02-15
69c90a05c97dfe51444530af,s249,INV1071,INV4269466065,P48,c310,emp24,5,108140,2025-02-15
69c90a05c97dfe51444530b0,s250,INV1072,INV8116623957,P481,c345,emp60,2,33690,2025-01-04
69c90a05c97dfe51444530b1,s251,INV1072,INV8116623957,P451,c345,emp60,5,35085,2025-01-04
69c90a05c97dfe51444530b2,s252,INV1072,INV8116623957,P441,c345,emp60,2,72774,2025-01-04
69c90a05c97dfe51444530b3,s253,INV1073,INV6991300401,P259,c28,emp78,3,82605,2025-08-31
69c90a05c97dfe51444530b4,s254,INV1073,INV6991300401,P127,c28,emp78,5,174220,2025-08-31
69c90a05c97dfe51444530b5,s255,INV1073,INV6991300401,P136,c28,emp78,3,119469,2025-08-31
69c90a05c97dfe51444530b6,s256,INV1073,INV6991300401,P210,c28,emp78,5,242815,2025-08-31
69c90a05c97dfe51444530b7,s257,INV1074,INV1843453859,P160,c338,emp72,2,51810,2026-01-16
69c90a05c97dfe51444530b8,s258,INV1074,INV1843453859,P360,c338,emp72,2,7092,2026-01-16
69c90a05c97dfe51444530b9,s259,INV1074,INV1843453859,P252,c338,emp72,3,114267,2026-01-16
69c90a05c97dfe51444530ba,s260,INV1075,INV9790102611,P478,c424,emp18,2,16292,2025-05-10
69c90a05c97dfe51444530bb,s261,INV1075,INV9790102611,P241,c424,emp18,3,78333,2025-05-10
69c90a05c97dfe51444530bc,s262,INV1075,INV9790102611,P476,c424,emp18,4,135128,2025-05-10
69c90a05c97dfe51444530bd,s263,INV1076,INV8394250850,P129,c334,emp75,1,7187,2025-08-07
69c90a05c97dfe51444530be,s264,INV1076,INV8394250850,P167,c334,emp75,1,27798,2025-08-07
